IMAGEID	Plane	TheT	TheZ	TheC	XPos	YPos	ZPos	DeltaT
363.0	2.0	0.0	0.0	2.0	91686.9	73847.6	535.3	1095.682
364.0	0.0	0.0	0.0	0.0	87191.1	73827.8	544.2	1098.408
364.0	1.0	0.0	0.0	1.0	87191.1	73827.8	544.2	1098.637
364.0	2.0	0.0	0.0	2.0	87191.1	73827.8	544.2	1099.153
365.0	0.0	0.0	0.0	0.0	82695.4	73808.1	552.7	1104.488
365.0	1.0	0.0	0.0	1.0	82695.4	73808.1	552.7	1104.712
365.0	2.0	0.0	0.0	2.0	82695.4	73808.1	552.7	1105.224
366.0	0.0	0.0	0.0	0.0	78199.6	73788.3	552.7	1106.817
366.0	1.0	0.0	0.0	1.0	78199.6	73788.3	552.7	1107.045
366.0	2.0	0.0	0.0	2.0	78199.6	73788.3	552.7	1107.556
367.0	0.0	0.0	0.0	0.0	73703.8	73768.5	567.3	1110.651
367.0	1.0	0.0	0.0	1.0	73703.8	73768.5	567.3	1110.968
367.0	2.0	0.0	0.0	2.0	73703.8	73768.5	567.3	1111.49
368.0	0.0	0.0	0.0	0.0	69208.1	73748.7	567.3	1113.181
368.0	1.0	0.0	0.0	1.0	69208.1	73748.7	567.3	1113.41
368.0	2.0	0.0	0.0	2.0	69208.1	73748.7	567.3	1113.925
369.0	0.0	0.0	0.0	0.0	64712.3	73729.0	567.3	1115.582
369.0	1.0	0.0	0.0	1.0	64712.3	73729.0	567.3	1115.804
369.0	2.0	0.0	0.0	2.0	64712.3	73729.0	567.3	1116.319
370.0	0.0	0.0	0.0	0.0	60216.5	73709.2	574.9	1119.843
370.0	1.0	0.0	0.0	1.0	60216.5	73709.2	574.9	1120.068
370.0	2.0	0.0	0.0	2.0	60216.5	73709.2	574.9	1120.582
371.0	0.0	0.0	0.0	0.0	55720.7	73689.4	575.5	1123.685
371.0	1.0	0.0	0.0	1.0	55720.7	73689.4	575.5	1123.915
371.0	2.0	0.0	0.0	2.0	55720.7	73689.4	575.5	1124.43
372.0	0.0	0.0	0.0	0.0	51225.0	73669.6	579.9	1126.778
372.0	1.0	0.0	0.0	1.0	51225.0	73669.6	579.9	1127.007
372.0	2.0	0.0	0.0	2.0	51225.0	73669.6	579.9	1127.52
373.0	0.0	0.0	0.0	0.0	46729.2	73649.9	579.9	1129.119
373.0	1.0	0.0	0.0	1.0	46729.2	73649.9	579.9	1129.344
373.0	2.0	0.0	0.0	2.0	46729.2	73649.9	579.9	1129.859
374.0	0.0	0.0	0.0	0.0	42233.4	73630.1	577.5	1132.209
374.0	1.0	0.0	0.0	1.0	42233.4	73630.1	577.5	1132.441
374.0	2.0	0.0	0.0	2.0	42233.4	73630.1	577.5	1132.958
375.0	0.0	0.0	0.0	0.0	37737.7	73610.3	600.9	1145.317
375.0	1.0	0.0	0.0	1.0	37737.7	73610.3	600.9	1145.549
375.0	2.0	0.0	0.0	2.0	37737.7	73610.3	600.9	1146.092
376.0	0.0	0.0	0.0	0.0	33241.9	73590.5	561.5	1149.714
376.0	1.0	0.0	0.0	1.0	33241.9	73590.5	561.5	1149.93
376.0	2.0	0.0	0.0	2.0	33241.9	73590.5	561.5	1150.472
377.0	0.0	0.0	0.0	0.0	28746.1	73570.8	561.5	1152.043
377.0	1.0	0.0	0.0	1.0	28746.1	73570.8	561.5	1152.268
377.0	2.0	0.0	0.0	2.0	28746.1	73570.8	561.5	1152.778
378.0	0.0	0.0	0.0	0.0	24250.3	73551.0	552.2	1157.036
378.0	1.0	0.0	0.0	1.0	24250.3	73551.0	552.2	1157.265
378.0	2.0	0.0	0.0	2.0	24250.3	73551.0	552.2	1157.795
379.0	0.0	0.0	0.0	0.0	19754.6	73531.2	548.1	1159.821
379.0	1.0	0.0	0.0	1.0	19754.6	73531.2	548.1	1160.049
379.0	2.0	0.0	0.0	2.0	19754.6	73531.2	548.1	1160.561
380.0	0.0	0.0	0.0	0.0	15258.8	73511.5	543.7	1163.226
380.0	1.0	0.0	0.0	1.0	15258.8	73511.5	543.7	1163.46
380.0	2.0	0.0	0.0	2.0	15258.8	73511.5	543.7	1163.979
381.0	0.0	0.0	0.0	0.0	10763.0	73491.7	539.6	1166.378
381.0	1.0	0.0	0.0	1.0	10763.0	73491.7	539.6	1166.607
381.0	2.0	0.0	0.0	2.0	10763.0	73491.7	539.6	1167.118
382.0	0.0	0.0	0.0	0.0	6267.3	73471.9	528.8	1169.869
382.0	1.0	0.0	0.0	1.0	6267.3	73471.9	528.8	1170.181
382.0	2.0	0.0	0.0	2.0	6267.3	73471.9	528.8	1170.698
383.0	0.0	0.0	0.0	0.0	1771.5	73452.1	519.0	1173.129
383.0	1.0	0.0	0.0	1.0	1771.5	73452.1	519.0	1173.467
383.0	2.0	0.0	0.0	2.0	1771.5	73452.1	519.0	1173.985
